"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","JPN","Japan","2018","2018","USD","US Dollar","0","Units",,,4504.425,"P","Provisional value"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","JPN","Japan","2014","2014","USD","US Dollar","0","Units",,,694.053,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","JPN","Japan","2015","2015","USD","US Dollar","0","Units",,,751.403,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","JPN","Japan","2016","2016","USD","US Dollar","0","Units",,,674.327,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","JPN","Japan","2017","2017","USD","US Dollar","0","Units",,,688.647,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2014","2014","PC","Percentage","0","Units",,,6.275,"D","Difference in methodology"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,6.465,"D","Difference in methodology"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2016","2016","PC","Percentage","0","Units",,,6.382,"D","Difference in methodology"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,5.629,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,5.436,"P","Provisional value"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2014","2014","USD","US Dollar","0","Units",,,358.146,"D","Difference in methodology"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2015","2015","USD","US Dollar","0","Units",,,370.334,"D","Difference in methodology"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2016","2016","USD","US Dollar","0","Units",,,376.768,"D","Difference in methodology"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2017","2017","USD","US Dollar","0","Units",,,341.976,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2018","2018","USD","US Dollar","0","Units",,,341.561,"P","Provisional value"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,16.035,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,16.636,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2016","2016","PC","Percentage","0","Units",,,15.692,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,15.676,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2014","2014","USD","US Dollar","0","Units",,,325.487,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2015","2015","USD","US Dollar","0","Units",,,340.28,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2016","2016","USD","US Dollar","0","Units",,,359.415,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2017","2017","USD","US Dollar","0","Units",,,357.172,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2018","2018","USD","US Dollar","0","Units",,,366.298,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,7.825,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PARCUR","Share of current expenditure on health","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,7.722,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2014","2014","USD","US Dollar","0","Units",,,5707.377,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2015","2015","USD","US Dollar","0","Units",,,5728.329,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2016","2016","USD","US Dollar","0","Units",,,5904.031,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2017","2017","USD","US Dollar","0","Units",,,6075.474,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2018","2018","USD","US Dollar","0","Units",,,6283.17,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2016","2016","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","JPN","Japan","2018","2018","PC","Percentage","0","Units",,,100,"P","Provisional value"
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2017","2017","USD","US Dollar","0","Units",,,475.389,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NOR","Norway","2018","2018","USD","US Dollar","0","Units",,,485.187,"P","Provisional value"
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","SWE","Sweden","2014","2014","PC","Percentage","0","Units",,,6.69,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","SWE","Sweden","2015","2015","PC","Percentage","0","Units",,,6.803,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","SWE","Sweden","2016","2016","PC","Percentage","0","Units",,,7.017,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","SWE","Sweden","2017","2017","PC","Percentage","0","Units",,,6.716,,
"HFTOT","All financing schemes","HC511","Prescribed medicines","HPTOT","All providers","PARCUR","Share of current expenditure on health","SWE","Sweden","2018","2018","PC","Percentage","0","Units",,,6.741,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2014","2014","USD","US Dollar","0","Units",,,811.569,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2015","2015","USD","US Dollar","0","Units",,,834.11,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2016","2016","USD","US Dollar","0","Units",,,898.952,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2017","2017","USD","US Dollar","0","Units",,,942.448,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2018","2018","USD","US Dollar","0","Units",,,973.844,,
"HFTOT","All financing schemes","HCRI1","Total pharmaceutical expenditure (including inpatient and other ways of provision)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","JPN","Japan","2016","2016","USD","US Dollar","0","Units",,,100.885,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DEU","Germany","2014","2014","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DEU","Germany","2015","2015","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DEU","Germany","2016","2016","PC","Percentage","0","Units",,,100,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARCUR","Share of current expenditure on health","DEU","Germany","2017","2017","PC","Percentage","0","Units",,,100,,
